call_id,caller,callee,start_time,end_time,duration_sec,call_type,cid,lac,sector,imei,imsi,operator,circle,roaming,lat,lon
295,6189689119,9030422281,2025-12-05 05:44:00,2025-12-05 05:44:54,54,SMS,40101,5405,3,227611747242694,404619250855830,Jio,Rajasthan,True,14.032968202430157,84.41056058396349
296,8387171097,8439306196,2025-11-25 06:21:00,2025-11-25 06:26:29,329,MISSED,77320,9476,2,183931887923449,404575671414541,Vi,Delhi,False,20.35589216087687,73.60270439640658
297,6517640526,8995397236,2025-11-29 01:06:00,2025-11-29 01:06:17,17,MISSED,49221,1758,2,203381139918984,404493596523183,Airtel,Gujarat,False,24.319896849577773,73.01468648066326
298,6495132487,7811456826,2025-12-10 04:00:00,2025-12-10 04:01:32,92,MISSED,33687,9806,2,691888348122334,404949423491443,Airtel,Gujarat,True,15.45313643994949,71.8822211260192
299,9627312038,7954827234,2025-12-03 04:12:00,2025-12-03 04:21:26,566,SMS,64126,9889,1,260054200124858,404071511924237,Jio,Delhi,False,21.966247613104002,81.45574449178545
300,8560959646,7566362775,2025-11-29 05:13:00,2025-11-29 05:22:19,559,SMS,20069,2078,1,623241093892715,404805225029420,Jio,Rajasthan,False,13.365559439900288,82.71656307676422
301,6330511457,9801038978,2025-12-11 20:39:00,2025-12-11 20:41:41,161,OUTGOING,79525,6035,1,675763735083993,404783421299670,Jio,Delhi,False,12.826907538697723,70.56855060686155
302,6280703339,8458558502,2025-11-28 20:18:00,2025-11-28 20:24:53,413,MISSED,77403,4685,1,907105117384567,404397978778581,Jio,Maharashtra,True,20.501674105090366,86.85182043238642
303,7369031576,9169066380,2025-12-11 16:14:00,2025-12-11 16:22:11,491,SMS,71134,6785,2,780398068235424,404066257674732,Vi,Delhi,False,20.650161945761702,70.9354831057265
304,8645112233,9765249131,2025-11-22 20:05:00,2025-11-22 20:11:02,362,INCOMING,86240,6296,2,980942726111970,404730102956577,BSNL,Maharashtra,True,22.198878423971305,79.74333403541927
305,6091351453,6001020154,2025-12-17 16:56:00,2025-12-17 16:58:35,155,SMS,79508,6464,1,226401684121356,404602944533777,Jio,Rajasthan,True,23.617461339562585,82.7630893501165
306,9430747874,6300775290,2025-11-20 10:36:00,2025-11-20 10:40:36,276,SMS,10252,5066,1,271687063429933,404812129110000,BSNL,Rajasthan,False,27.613633271400552,85.67744422742955
307,7726280156,6161476925,2025-11-28 09:54:00,2025-11-28 09:55:29,89,OUTGOING,60209,2920,2,417709381464811,404792768315663,Jio,Delhi,True,20.260805572819123,82.8535647783837
308,9752414647,7166886635,2025-12-11 02:38:00,2025-12-11 02:43:47,347,OUTGOING,56574,4575,3,351712563980664,404039048551325,Vi,Delhi,True,17.167303567059935,84.43110549525625
309,7794294680,7444700158,2025-11-25 17:52:00,2025-11-25 17:52:43,43,MISSED,90850,2291,2,677683935449427,404570080766528,BSNL,Delhi,False,24.722979116299257,76.11010346577051
310,7025540061,6014372528,2025-11-25 08:08:00,2025-11-25 08:09:12,72,MISSED,84806,5029,1,108806690041260,404606866006391,Jio,Maharashtra,True,16.333316020193188,84.66685204743722
311,7233682077,9662841841,2025-11-20 02:40:00,2025-11-20 02:41:51,111,INCOMING,17433,5488,1,901834812735633,404814279020836,Airtel,Rajasthan,False,19.023542731290178,71.44206723492415
312,6180788888,7190846895,2025-12-11 18:25:00,2025-12-11 18:26:09,69,INCOMING,39769,6355,3,814992265859470,404207840468856,BSNL,Gujarat,False,13.255302101476255,86.10669980908949
313,8919062871,6534455235,2025-12-01 22:03:00,2025-12-01 22:03:41,41,INCOMING,63885,1423,2,284691316033316,404258810359780,Airtel,Gujarat,True,12.40561189464732,79.85666277076726
314,6384017322,8527821179,2025-12-13 15:51:00,2025-12-13 15:57:43,403,MISSED,41614,5192,1,824328978711334,404789776620862,Airtel,Maharashtra,False,27.4023746348468,84.71135985932489
315,8580409687,8007474186,2025-12-24 01:49:00,2025-12-24 01:49:58,58,OUTGOING,60104,1113,3,790757929830220,404967085046936,BSNL,Karnataka,False,25.37568192819529,78.1417291213294
316,9192676038,6279114499,2025-11-28 05:26:00,2025-11-28 05:34:38,518,MISSED,38217,4639,1,898496274642503,404634958626652,Vi,Gujarat,True,23.135587297499168,81.58439851353745
317,8790211134,6990287157,2025-11-24 15:59:00,2025-11-24 16:05:43,403,MISSED,79368,3962,1,279722179116274,404313734241386,Airtel,Maharashtra,True,18.543247110628318,79.47524789685004
318,6758182113,7649656632,2025-11-24 04:00:00,2025-11-24 04:06:45,405,OUTGOING,77505,3375,1,602309467931560,404012138461047,BSNL,Maharashtra,True,14.772709121133532,83.16861139159597
319,7503776517,9439279620,2025-12-20 08:23:00,2025-12-20 08:32:26,566,MISSED,78687,8590,3,881772652093493,404198497600214,Airtel,Rajasthan,False,14.502992682737377,71.46933967655062
320,9795831472,8225911304,2025-12-07 01:02:00,2025-12-07 01:06:42,282,OUTGOING,82604,3241,3,430276960400403,404521946035952,BSNL,Karnataka,True,16.003886370633523,71.08633751183015
321,6746874428,7117693818,2025-12-20 16:11:00,2025-12-20 16:19:06,486,OUTGOING,79394,8145,1,132888777558434,404762318840657,Airtel,Karnataka,True,20.787626635297926,74.44785821218264
322,8989385789,6660977879,2025-11-30 18:29:00,2025-11-30 18:29:41,41,MISSED,82880,7867,2,768515163599007,404971626573797,Airtel,Delhi,True,23.433534763200996,72.87180424203738
323,8675495692,6961289335,2025-12-06 01:55:00,2025-12-06 01:56:47,107,SMS,81341,5876,1,244570905470958,404380503779656,Jio,Gujarat,False,22.563158027483702,85.69210419865964
324,9843658307,8491451277,2025-12-21 05:37:00,2025-12-21 05:39:40,160,OUTGOING,62545,4650,2,457771168689761,404046718338664,Jio,Rajasthan,False,16.478942351135085,73.9458517724448
325,7680061367,7140743490,2025-11-26 10:21:00,2025-11-26 10:21:11,11,MISSED,27890,3544,2,287441518994395,404124076228232,Vi,Maharashtra,False,27.277844490611105,87.56557460474437
326,6190596290,9660143329,2025-12-10 09:16:00,2025-12-10 09:20:42,282,SMS,30723,3513,2,211372949090473,404035773003214,Jio,Rajasthan,True,23.806350667132296,76.06412425187992
327,8814242855,8365914372,2025-11-29 15:09:00,2025-11-29 15:10:03,63,SMS,31060,1500,3,915331195274170,404968121934807,Vi,Delhi,False,20.86966484018241,73.27812248239658
328,7085119611,7600685006,2025-11-20 00:01:00,2025-11-20 00:08:11,431,MISSED,96857,2390,2,399227192179015,404753749046873,Airtel,Delhi,True,21.787531939749634,84.21457312856462
329,8287510417,6348090821,2025-11-24 04:49:00,2025-11-24 04:55:36,396,SMS,61306,6946,1,557552401657147,404754553850828,Vi,Maharashtra,False,18.71360099884464,81.85673995901577
330,9841762075,6326979524,2025-11-30 10:15:00,2025-11-30 10:18:28,208,INCOMING,24125,1245,1,473614271050320,404487457942567,BSNL,Delhi,False,15.96369583201852,78.96752289615651
331,9792053548,8064103647,2025-12-14 12:39:00,2025-12-14 12:40:29,89,SMS,16064,2956,2,593945258248540,404493168249529,BSNL,Delhi,True,17.695562858420185,79.99654391687736
332,8453796162,7493829175,2025-12-04 11:25:00,2025-12-04 11:27:17,137,OUTGOING,95980,4946,1,148548927403873,404169933524826,BSNL,Maharashtra,False,24.125537767429904,82.94563200890074
333,9712968652,7146877676,2025-11-21 18:39:00,2025-11-21 18:39:16,16,MISSED,99231,2454,1,527851235845381,404926842887314,BSNL,Gujarat,True,12.230295818076094,74.11218534396338
334,9728722255,8828029095,2025-12-18 17:04:00,2025-12-18 17:06:30,150,SMS,53561,6321,2,953615518398816,404252833103418,BSNL,Karnataka,True,13.85716224811066,87.93401048902135
335,6688913199,9042395816,2025-12-18 01:26:00,2025-12-18 01:27:42,102,INCOMING,85220,9772,1,551954413568362,404191974178136,Airtel,Rajasthan,False,12.736042272348044,87.54627691864209
336,9994707636,8921182377,2025-11-25 00:39:00,2025-11-25 00:46:56,476,MISSED,99914,2225,3,397532797356453,404803840088070,Vi,Delhi,False,12.651660837103522,81.70586235424486
337,9786602628,9783311082,2025-11-20 17:30:00,2025-11-20 17:39:24,564,MISSED,25696,2828,3,313497978889017,404132395874838,Airtel,Maharashtra,True,25.687369344176116,73.59176411672462
338,6022098345,6553491849,2025-12-13 15:08:00,2025-12-13 15:16:38,518,MISSED,35375,5341,3,111679455402346,404776287456925,Vi,Delhi,True,23.25852575008038,82.24410836376325
339,9902842406,6690458526,2025-12-14 14:00:00,2025-12-14 14:06:44,404,SMS,92096,9800,1,496175591491939,404007868956365,Vi,Delhi,True,19.586781265397203,71.29957136162517
340,9249726028,8179557340,2025-12-10 20:30:00,2025-12-10 20:39:10,550,MISSED,41674,4557,1,493672434811174,404830161507551,BSNL,Delhi,False,13.565346570416024,70.55174503970451
341,6361199116,8649680941,2025-12-15 06:57:00,2025-12-15 06:58:30,90,OUTGOING,94127,1093,1,423922057692272,404999146031120,Jio,Karnataka,False,19.865854001869316,74.63829199320185
342,6497545575,7115847902,2025-12-01 19:39:00,2025-12-01 19:44:27,327,MISSED,36054,2134,2,974531078943419,404822657973079,Airtel,Karnataka,True,19.57554833248905,78.32721322130769
343,9516201324,9349410466,2025-12-07 14:44:00,2025-12-07 14:49:45,345,OUTGOING,70672,9252,1,667275444966725,404905211722141,BSNL,Gujarat,False,14.771229918560243,85.62890509735085
344,6079146438,8324722249,2025-11-27 14:57:00,2025-11-27 15:03:18,378,SMS,52385,7921,2,719992882409278,404668437021243,BSNL,Karnataka,True,18.941626387807567,83.08904325579354
345,6770935118,9237111844,2025-12-23 10:49:00,2025-12-23 10:49:54,54,OUTGOING,99789,6649,2,684788955054357,404838264888211,BSNL,Rajasthan,False,18.376075750357977,83.36871738159965
346,8954446687,9310793187,2025-12-21 12:05:00,2025-12-21 12:12:30,450,INCOMING,62689,7273,3,598018411486531,404937017456831,BSNL,Maharashtra,True,21.853601568835465,77.65888002006535
347,9041575952,9311352331,2025-12-18 12:01:00,2025-12-18 12:06:45,345,OUTGOING,73938,6130,3,631707109636496,404590444503925,Vi,Karnataka,True,22.1614984138823,76.22682986584533
348,7485556416,6248766485,2025-12-22 13:14:00,2025-12-22 13:21:41,461,SMS,32245,2215,3,189992770563191,404214706052365,Vi,Delhi,True,12.724864156352712,76.67869773372284
349,8903622318,7915376331,2025-11-28 14:07:00,2025-11-28 14:15:40,520,INCOMING,74171,3469,2,432755372565242,404973215519667,Jio,Delhi,False,17.99380183402354,87.77769214724904
350,9256715644,7647602123,2025-11-25 11:39:00,2025-11-25 11:44:50,350,OUTGOING,15232,1629,1,631660350073888,404572827663214,Airtel,Gujarat,False,22.013758651427782,70.72196544542469
351,8098706510,9516657567,2025-12-20 04:10:00,2025-12-20 04:10:47,47,INCOMING,23394,9152,2,499888309578186,404244817557462,Airtel,Gujarat,False,20.0501801372814,85.60656693020408
352,7915137561,6682634721,2025-12-06 05:39:00,2025-12-06 05:44:31,331,SMS,30193,7139,2,211795716109025,404124314837507,Vi,Rajasthan,False,25.703837459013158,80.41615735430308
353,7830434768,6438918242,2025-12-19 01:23:00,2025-12-19 01:26:42,222,OUTGOING,37048,1422,3,691042708340200,404165472308494,Jio,Karnataka,True,22.539098105903122,77.89507754541263
354,9413681014,9547302684,2025-12-07 07:31:00,2025-12-07 07:34:18,198,INCOMING,93028,4140,1,426126738228298,404497528784671,Jio,Maharashtra,True,14.606950833302875,83.05463788747245
355,6353823873,9319248558,2025-12-02 01:48:00,2025-12-02 01:53:21,321,MISSED,22489,7054,3,438431526095955,404090758393290,BSNL,Delhi,True,13.129099958406877,78.76004094564465
356,7173640730,9728264898,2025-11-24 08:22:00,2025-11-24 08:29:22,442,SMS,21525,9018,1,520407424615388,404089805723950,Airtel,Maharashtra,True,22.27870845130105,85.72161828546989
357,7802715087,9682333540,2025-12-05 05:28:00,2025-12-05 05:36:15,495,MISSED,94502,2265,3,785798750605395,404024739415698,Jio,Gujarat,True,12.424180968665949,86.21263355220265
358,7177745336,7899658692,2025-12-11 11:02:00,2025-12-11 11:07:57,357,SMS,65097,2295,3,651415011087866,404001377579577,Airtel,Rajasthan,False,21.372409300375413,77.5909766837222
359,9840126843,9111371685,2025-11-30 10:27:00,2025-11-30 10:28:30,90,MISSED,37824,9633,2,748775193275553,404808314387618,Vi,Karnataka,True,27.04368386279932,74.98290035023093
360,6133719871,9728559088,2025-11-28 19:19:00,2025-11-28 19:22:56,236,OUTGOING,40904,6697,3,826839340718571,404891391397402,Airtel,Gujarat,False,21.207586846014063,80.66230591468052
361,6683955259,6796826029,2025-11-20 03:16:00,2025-11-20 03:16:51,51,OUTGOING,33102,7979,1,596811187771024,404398472449332,Jio,Rajasthan,True,18.21071881930435,86.42254022110043
362,6659956231,9311084110,2025-12-16 20:25:00,2025-12-16 20:31:06,366,OUTGOING,77623,1459,2,456357064865453,404213721970675,BSNL,Karnataka,False,22.29261149507765,73.791919402102
363,6076716230,8689595778,2025-12-20 09:18:00,2025-12-20 09:26:02,482,OUTGOING,38127,7161,1,928327956399039,404734579106484,Vi,Rajasthan,False,19.332046247864266,81.21339850414269
364,9916305943,9955011387,2025-11-20 13:29:00,2025-11-20 13:29:24,24,INCOMING,25759,8304,2,893270223162242,404634781294125,BSNL,Rajasthan,False,20.72986862905496,81.36808396166538
365,7984692750,8068122776,2025-12-05 09:31:00,2025-12-05 09:36:21,321,OUTGOING,32904,7588,3,305458854373581,404850941193488,Airtel,Gujarat,False,27.063436940424403,83.19603440347505
366,8608361341,8944480491,2025-11-30 20:10:00,2025-11-30 20:11:17,77,INCOMING,77284,1457,3,882111097784035,404035220985509,Airtel,Delhi,False,18.177642204812386,72.36821833229068
367,6968687535,8111382520,2025-11-23 06:16:00,2025-11-23 06:25:40,580,SMS,73782,3748,1,657270211236853,404557476271447,Airtel,Gujarat,True,27.379049021182627,82.8848493642776
368,7860780615,7332994442,2025-11-20 09:05:00,2025-11-20 09:10:04,304,SMS,21153,9867,1,790765840338636,404893403107399,Vi,Rajasthan,False,26.48561027129702,86.36258537198154
369,7995435796,6311157009,2025-12-10 14:25:00,2025-12-10 14:31:44,404,SMS,12732,2933,2,777150524601663,404349953672557,Vi,Maharashtra,True,15.132658156628743,73.23429595966435
370,8577068638,9100483749,2025-12-06 06:06:00,2025-12-06 06:12:47,407,INCOMING,74755,7482,3,775236105164810,404192230105816,Airtel,Delhi,True,13.109780814002647,74.2757798486298
371,9694197536,9349434469,2025-11-20 00:49:00,2025-11-20 00:52:43,223,OUTGOING,17530,3479,3,889071561782663,404045013434581,Airtel,Delhi,True,13.612448022038826,87.48511169274951
372,9217624754,6450671703,2025-12-11 09:32:00,2025-12-11 09:33:24,84,OUTGOING,97081,1183,3,986379210254736,404326360230776,BSNL,Rajasthan,True,12.291549210424796,73.25758514877081
373,8452016173,6612013727,2025-12-21 01:20:00,2025-12-21 01:23:49,229,OUTGOING,61374,4475,1,513810231131795,404689598440137,Airtel,Maharashtra,True,13.511087372094854,85.37893168065243
374,9332055975,6041965471,2025-12-01 13:45:00,2025-12-01 13:54:29,569,OUTGOING,56398,4728,1,364919279925243,404414540414977,BSNL,Maharashtra,False,22.92810837466171,78.86100141606462
375,8294552800,6377383712,2025-12-04 11:30:00,2025-12-04 11:34:48,288,MISSED,63371,7840,3,582584031309772,404674452471712,Jio,Karnataka,True,13.139018375363664,74.45015933925718
376,9541260876,6337492083,2025-12-08 04:52:00,2025-12-08 04:52:02,2,SMS,98962,4388,2,344750416135061,404438656673985,BSNL,Rajasthan,False,17.10361008470018,85.67349822290521
377,8437569382,6862683225,2025-12-19 20:41:00,2025-12-19 20:44:49,229,SMS,74597,4913,2,318449308887161,404966544523369,BSNL,Karnataka,True,25.518004975511275,78.01549459004798
378,6719332214,8879283627,2025-11-24 11:51:00,2025-11-24 11:51:45,45,OUTGOING,15704,7774,3,369590594111335,404868116914492,Vi,Maharashtra,True,12.372350971773214,79.26671237073442
379,9034290114,9849241210,2025-12-05 11:06:00,2025-12-05 11:11:56,356,SMS,13546,1178,2,671220320012296,404024123133000,Airtel,Maharashtra,True,25.03149572142297,76.46620064919578
380,6223214950,8632575198,2025-12-09 16:28:00,2025-12-09 16:32:11,251,MISSED,61245,2876,2,774684811117096,404489347965643,Jio,Delhi,True,16.5096763963744,80.67311532582869
381,9740783879,9066980017,2025-12-01 23:49:00,2025-12-01 23:58:54,594,INCOMING,96386,5910,1,773259056411965,404475946049786,BSNL,Rajasthan,False,13.8906372419465,72.94342970653041
382,8080475518,6344090630,2025-12-07 06:09:00,2025-12-07 06:10:54,114,MISSED,58927,8943,1,523103875187587,404574740917561,Airtel,Maharashtra,False,23.14779464582641,77.0394676597317
383,9366535189,7942692249,2025-11-30 11:40:00,2025-11-30 11:43:53,233,OUTGOING,93987,9715,3,244579953263106,404543426761512,Vi,Rajasthan,False,22.063085548478142,87.44942180203518
384,6704372411,9142153065,2025-12-05 14:22:00,2025-12-05 14:31:27,567,MISSED,13534,7191,1,258385859572682,404897907375093,Airtel,Karnataka,True,26.039552216432845,74.6464017886203
385,8548112395,7061300310,2025-12-07 10:25:00,2025-12-07 10:29:51,291,SMS,37526,5390,1,572837929823116,404106823497004,Jio,Gujarat,True,23.761136700862174,81.82125996174327
386,8644591858,6941516921,2025-11-25 22:24:00,2025-11-25 22:31:36,456,INCOMING,56978,5153,2,799920651800118,404739516565383,Vi,Delhi,True,24.85569488615758,75.8534211560445
387,9744493276,9391729270,2025-12-09 00:28:00,2025-12-09 00:28:53,53,OUTGOING,66734,6646,2,110121772077750,404135283720498,BSNL,Rajasthan,True,16.512553161140904,83.92251626235881
388,6694378283,8385268305,2025-12-08 08:35:00,2025-12-08 08:37:34,154,INCOMING,46055,9698,1,988155081120657,404902924337813,BSNL,Rajasthan,False,14.839032700475565,72.3557258929303
389,7427280420,8329927991,2025-12-16 10:32:00,2025-12-16 10:32:31,31,MISSED,19675,5972,3,112543423112250,404558695902107,BSNL,Gujarat,True,24.009836026253733,87.45677881141381
390,6857028297,7731994354,2025-12-18 17:55:00,2025-12-18 17:55:42,42,INCOMING,28360,6728,3,337211918120142,404415926576006,Jio,Maharashtra,False,24.909355828276226,78.1682117449055
391,7986950475,6748154672,2025-12-22 18:43:00,2025-12-22 18:47:54,294,SMS,80553,3486,1,974515302561492,404680391141305,BSNL,Gujarat,False,27.84808227201077,74.24890834023635
392,9189900220,9634595863,2025-12-07 18:11:00,2025-12-07 18:20:14,554,SMS,45712,3413,3,418392921144100,404016043207387,Vi,Maharashtra,False,18.601882830582824,71.32294145194022
393,7593599339,9297348989,2025-12-17 01:52:00,2025-12-17 02:00:20,500,OUTGOING,55237,2283,3,832358516769723,404650873519665,Vi,Maharashtra,True,17.952289372684533,73.05564229157574
394,9723871920,8207595442,2025-12-12 21:45:00,2025-12-12 21:49:54,294,INCOMING,27611,9898,1,120201756884584,404700205917433,Jio,Karnataka,True,24.422607371871948,79.35593107400831
395,9114957940,7698724705,2025-12-06 18:35:00,2025-12-06 18:35:47,47,INCOMING,61487,7804,1,757506262003427,404281740077390,Airtel,Karnataka,False,17.452856644048286,76.06605717576315
396,9868485025,9405720483,2025-12-23 18:41:00,2025-12-23 18:47:23,383,MISSED,48352,9606,3,635486450807078,404730110653170,Jio,Delhi,False,26.892117209657037,84.91990058588698
397,8544125298,7219145913,2025-12-10 07:45:00,2025-12-10 07:45:42,42,OUTGOING,16554,1353,2,281373716484732,404048893251202,BSNL,Karnataka,True,25.73460402948819,77.75597542591251
398,8675621100,8000650769,2025-11-27 04:20:00,2025-11-27 04:20:45,45,MISSED,77894,1097,3,643329838430228,404610898075360,Airtel,Delhi,True,18.863904438000294,74.47685690657734
399,6565078882,9332895513,2025-12-14 00:46:00,2025-12-14 00:50:37,277,OUTGOING,84670,3418,3,185793712531555,404372083928361,Vi,Gujarat,True,24.013937084663958,81.10860975887255
400,7020240811,7601372685,2025-12-14 20:02:00,2025-12-14 20:04:50,170,INCOMING,32777,5265,1,479664425730049,404508580096292,Jio,Rajasthan,False,24.072685985354916,82.72198990393802
401,9669556036,6296923045,2025-11-21 15:36:00,2025-11-21 15:43:20,440,MISSED,44909,7829,3,640875699130920,404262411306485,BSNL,Delhi,False,13.649981901374922,73.00675434221709
402,9739842363,7739551100,2025-11-24 22:37:00,2025-11-24 22:38:47,107,SMS,59626,1967,1,964179973294310,404930558872659,Vi,Gujarat,True,26.440846506873065,73.01714589318972
403,8546704513,6409145062,2025-12-23 15:26:00,2025-12-23 15:32:47,407,SMS,39741,2831,1,297111734963344,404525326675800,Vi,Delhi,False,20.084037959165713,70.66008568480378
404,7713889307,7108674625,2025-12-22 09:48:00,2025-12-22 09:52:08,248,MISSED,39675,1085,3,377775535564004,404018576549886,Vi,Delhi,False,25.223319457723868,83.25523627118153
405,8527212992,9322041767,2025-11-26 16:22:00,2025-11-26 16:23:37,97,SMS,14398,4772,2,471407859019703,404704245018924,BSNL,Karnataka,False,17.120793616489788,81.94848149719249
406,7018026902,7949011246,2025-11-26 10:53:00,2025-11-26 10:57:17,257,SMS,17139,4288,1,887289295859394,404503240278285,BSNL,Delhi,False,26.328371655939208,78.54335576349665
407,7421158991,8232412105,2025-12-05 10:48:00,2025-12-05 10:57:03,543,MISSED,26740,9529,1,969010770351881,404325682574173,BSNL,Gujarat,False,18.227226859746608,85.19506808144556
408,6626019688,7850647808,2025-12-08 01:53:00,2025-12-08 01:58:30,330,SMS,72917,5458,2,689906236390675,404032715388586,Airtel,Rajasthan,False,12.173402423684774,84.50206275310096
409,9035585024,7084598584,2025-12-23 01:39:00,2025-12-23 01:43:57,297,INCOMING,68084,1106,2,407671611581723,404517996842090,Airtel,Rajasthan,False,26.48611162270822,80.53637855914154
410,9162822564,7532152494,2025-12-23 18:12:00,2025-12-23 18:19:38,458,OUTGOING,91395,7510,1,970695241530571,404707732400432,Vi,Delhi,False,13.460586828578137,85.62888304923865
411,9625684464,9029608055,2025-12-02 00:03:00,2025-12-02 00:12:27,567,MISSED,72771,8050,1,212336786765623,404669431711086,Airtel,Gujarat,True,17.109018201446638,73.70514178066183
412,9729196750,8397194117,2025-11-30 06:44:00,2025-11-30 06:45:43,103,SMS,36691,1290,3,665610857055482,404807600686995,Vi,Gujarat,True,27.20099147281288,72.0145531491591
413,7158565745,6245186177,2025-11-23 10:11:00,2025-11-23 10:15:19,259,OUTGOING,42339,1749,2,948584739830270,404158641513491,BSNL,Gujarat,True,27.209714351000898,74.85549300730581
414,6222036249,6168979228,2025-12-08 10:34:00,2025-12-08 10:41:22,442,SMS,56938,4453,1,667495971000517,404983263506164,Vi,Karnataka,True,21.17500620997258,71.02756340960767
415,6380343354,7357880132,2025-12-07 04:17:00,2025-12-07 04:23:18,378,INCOMING,70399,2709,3,791182675567600,404764682732749,Vi,Rajasthan,False,22.10939539471679,79.56105150401858
416,8955830283,6637129193,2025-12-12 11:34:00,2025-12-12 11:42:01,481,INCOMING,50873,8432,2,840057167415988,404540958912481,BSNL,Rajasthan,True,19.175128351653115,86.8589024613093
417,7387835608,8744999217,2025-12-20 11:48:00,2025-12-20 11:53:00,300,SMS,63143,5128,2,362907265803448,404165161850078,Jio,Maharashtra,False,16.691372347169033,70.70818373203318
418,7091886263,8214468078,2025-12-06 21:50:00,2025-12-06 21:54:45,285,SMS,44286,2330,2,128220034714801,404647109254571,Airtel,Maharashtra,False,17.258632725918655,72.19797845218048
419,8285974821,6599797587,2025-12-05 11:29:00,2025-12-05 11:37:24,504,INCOMING,81766,7004,2,267770141251967,404538193461036,Jio,Maharashtra,False,22.760295297232616,78.13958250910184
420,6616509747,9026580815,2025-12-09 20:20:00,2025-12-09 20:22:20,140,MISSED,34996,3095,1,108457657559785,404531173347702,Vi,Gujarat,False,24.03799247100288,86.80975031550228
421,6697424903,6808953172,2025-12-12 19:47:00,2025-12-12 19:56:41,581,SMS,13332,1749,2,628318476035062,404030735489692,Airtel,Rajasthan,True,24.665264699613576,75.69080988958152
422,7905892703,7007433061,2025-12-21 08:56:00,2025-12-21 09:04:55,535,INCOMING,96728,5918,1,823499968488942,404366168753326,Jio,Rajasthan,False,24.633890284712862,79.13022655639107
423,8974805793,8841689280,2025-11-28 08:00:00,2025-11-28 08:04:23,263,OUTGOING,57710,1178,2,866595735983222,404933615495594,Airtel,Maharashtra,True,13.459297648779046,70.74831146290705
424,8934527945,6075230621,2025-12-15 09:28:00,2025-12-15 09:37:26,566,OUTGOING,13184,8425,1,900930844930001,404622043880985,BSNL,Karnataka,True,19.910724875241304,72.6701776173176
425,9731918471,9713466670,2025-12-03 21:26:00,2025-12-03 21:35:06,546,MISSED,14627,2793,3,846876754628952,404197219219395,Vi,Rajasthan,True,12.920940160266309,87.75934221325925
426,8905602848,8579598336,2025-12-24 06:06:00,2025-12-24 06:11:42,342,OUTGOING,71552,7836,1,799920501519646,404892609476237,Airtel,Karnataka,False,20.792462117179767,87.37213653584882
427,7691634740,8864620847,2025-11-23 16:53:00,2025-11-23 16:59:07,367,MISSED,64882,7657,1,573173749145533,404941281972161,Airtel,Rajasthan,True,19.064488021974032,70.08891965681937
428,8598257343,6207069125,2025-11-24 07:44:00,2025-11-24 07:53:43,583,INCOMING,54730,5221,2,923123640000168,404381696979631,BSNL,Delhi,False,26.203266924132798,87.13261213761831
429,9231652620,9360320072,2025-12-06 09:12:00,2025-12-06 09:21:10,550,OUTGOING,53028,9543,2,609024779369036,404681776447976,Airtel,Gujarat,False,17.614640200833257,81.504158880679
430,6468622282,9773195587,2025-12-20 19:36:00,2025-12-20 19:39:06,186,SMS,55993,6481,3,388637554484837,404080779083205,Airtel,Karnataka,False,13.873072262841694,85.6225293013604
431,9871378913,9273989713,2025-12-08 02:25:00,2025-12-08 02:26:50,110,MISSED,33061,2314,2,515120605676520,404096360096594,BSNL,Karnataka,True,14.287866912845374,78.18531740140946
432,9731899756,9512571210,2025-12-16 17:57:00,2025-12-16 18:01:59,299,INCOMING,28976,5010,1,115943434896727,404850428257880,BSNL,Rajasthan,True,24.184170107479556,79.2807285144265
433,7410386644,7394085518,2025-11-20 23:22:00,2025-11-20 23:26:24,264,SMS,86223,2882,3,482906498313291,404612872364948,Vi,Maharashtra,False,21.891489013060177,78.79923844462456
434,7633890194,7668844347,2025-12-17 03:29:00,2025-12-17 03:29:32,32,INCOMING,43633,8027,2,797487436125656,404688215011632,Airtel,Karnataka,True,13.617962817964644,82.00355663582988
435,8343707359,7603104240,2025-12-02 12:59:00,2025-12-02 13:01:37,157,INCOMING,51137,5053,1,514662888675243,404434106071001,BSNL,Karnataka,True,13.345708897839959,72.51372258561364
436,8521410826,8591791970,2025-12-16 02:23:00,2025-12-16 02:23:32,32,SMS,50279,2857,3,992561498570349,404883128986441,Jio,Karnataka,True,23.21550610334592,70.53952461770821
437,9261359041,7990691757,2025-12-13 12:29:00,2025-12-13 12:37:48,528,MISSED,84721,5981,1,433188014121986,404364485242649,Vi,Karnataka,False,13.164208101827096,75.54273894864144
438,8229439279,9638556097,2025-11-25 16:20:00,2025-11-25 16:23:18,198,OUTGOING,97809,7117,2,234642129894620,404657597797016,Vi,Delhi,True,25.1497609486457,82.68425372925964
439,7632927755,6639915140,2025-11-27 11:03:00,2025-11-27 11:10:41,461,SMS,31356,8534,3,451712838734127,404155675683790,Jio,Maharashtra,False,23.29987563450394,73.63336213821307
440,8291805483,8047391459,2025-11-27 22:16:00,2025-11-27 22:24:37,517,INCOMING,17627,8316,3,920174322821483,404526224693674,Vi,Maharashtra,False,13.301580490270396,82.12178379984852
441,6078308332,9532152852,2025-12-02 00:39:00,2025-12-02 00:40:07,67,OUTGOING,42137,9801,3,805433049037418,404197874642036,BSNL,Delhi,False,13.35740342536307,87.45841682993087
442,9857011835,7045748504,2025-12-04 11:44:00,2025-12-04 11:47:57,237,OUTGOING,71222,9176,3,653208654209738,404215007211278,BSNL,Delhi,True,27.786233256018807,71.69021288420953
